LSOA code,local authority name,local authority code,All households,One person Aged 66+,One person Aged up to 65,Family: all aged 66+,Married or civil partnership couple: No children,Married or civil partnership couple: Dependent children,Married or civil partnership couple: non-dependent children,Cohabiting couple: No children,Cohabiting couple: Dependent children,Cohabiting couple: Non-dependent children,Lone parent: dependent children,Lone parent: non-dependent children,Other with dependent children,All other types,
E01033589,Redbridge,E09000026,664,5,156,1,38,306,6,14,14,0,30,17,35,42,
E01033590,Redbridge,E09000026,423,11,66,5,22,109,14,7,15,2,103,19,24,26,
E01033591,Redbridge,E09000026,1009,73,198,8,78,297,47,30,33,1,72,32,80,60,
E01033592,Redbridge,E09000026,626,42,65,28,53,164,57,6,11,2,54,43,63,38,
E01034480,Redbridge,E09000026,411,9,47,11,20,153,20,7,11,1,58,22,15,37,
E01034481,Redbridge,E09000026,467,22,42,7,17,131,38,9,11,0,55,52,32,51,
E01034482,Redbridge,E09000026,428,2,102,0,39,139,8,30,11,0,43,7,16,31,
E01034483,Redbridge,E09000026,545,7,130,1,32,143,8,29,14,1,113,22,12,33,
E01034484,Redbridge,E09000026,537,50,78,16,28,128,43,9,11,1,47,19,62,45,
E01003797,Richmond upon Thames,E09000027,508,81,21,80,58,155,44,8,10,1,17,12,9,12,
E01003798,Richmond upon Thames,E09000027,649,112,128,65,78,103,26,31,12,0,33,17,16,28,
E01003799,Richmond upon Thames,E09000027,635,70,99,59,67,146,42,41,17,4,20,16,11,43,
E01003800,Richmond upon Thames,E09000027,604,81,85,40,49,117,42,23,20,3,43,48,19,34,
E01003801,Richmond upon Thames,E09000027,537,72,101,46,61,116,16,41,9,1,17,10,10,37,
E01003802,Richmond upon Thames,E09000027,624,98,112,50,73,133,32,30,12,1,29,16,7,31,
E01003803,Richmond upon Thames,E09000027,611,71,103,25,36,107,41,22,18,17,56,50,18,47,
E01003804,Richmond upon Thames,E09000027,755,84,124,46,64,217,34,42,29,5,40,24,18,28,
E01003805,Richmond upon Thames,E09000027,601,64,27,109,49,216,47,4,17,6,13,14,15,20,
E01003806,Richmond upon Thames,E09000027,507,51,39,74,60,166,57,8,8,1,15,6,13,9,
E01003807,Richmond upon Thames,E09000027,840,95,194,40,71,185,23,62,25,3,36,26,24,56,
E01003808,Richmond upon Thames,E09000027,784,118,113,37,75,224,25,63,26,3,34,25,15,26,
E01003809,Richmond upon Thames,E09000027,640,74,63,92,66,189,52,10,12,2,20,17,19,24,
E01003810,Richmond upon Thames,E09000027,619,54,96,45,60,175,55,31,14,3,36,13,13,24,
E01003811,Richmond upon Thames,E09000027,721,65,115,34,73,221,31,41,36,4,51,24,8,18,
E01003812,Richmond upon Thames,E09000027,750,60,129,33,67,188,41,81,32,3,38,26,18,34,
E01003813,Richmond upon Thames,E09000027,621,83,57,84,65,162,61,19,16,2,24,19,9,20,
E01003814,Richmond upon Thames,E09000027,799,105,186,53,92,125,41,74,24,2,29,21,11,36,
E01003815,Richmond upon Thames,E09000027,931,165,179,56,81,152,29,86,34,3,68,21,15,42,
E01003816,Richmond upon Thames,E09000027,619,83,45,62,49,198,38,16,11,5,34,28,22,28,
E01003817,Richmond upon Thames,E09000027,858,168,154,70,62,174,27,43,18,4,45,30,28,35,
E01003818,Richmond upon Thames,E09000027,670,110,93,58,51,148,28,19,29,2,52,35,17,28,
E01003819,Richmond upon Thames,E09000027,733,98,149,27,48,120,36,26,28,6,73,58,26,38,
E01003820,Richmond upon Thames,E09000027,763,94,97,42,64,179,46,21,37,5,78,39,30,31,
E01003821,Richmond upon Thames,E09000027,769,92,176,41,101,169,15,57,22,4,30,19,11,32,
E01003822,Richmond upon Thames,E09000027,527,48,26,94,67,135,65,9,15,0,15,19,14,20,
E01003823,Richmond upon Thames,E09000027,804,125,157,84,106,92,54,58,15,2,21,29,20,41,
E01003824,Richmond upon Thames,E09000027,628,80,47,68,78,176,45,32,24,5,27,21,10,15,
E01003825,Richmond upon Thames,E09000027,640,61,52,53,68,206,58,35,17,5,23,18,19,25,
E01003826,Richmond upon Thames,E09000027,767,110,156,44,66,122,34,42,26,4,69,46,22,26,
E01003827,Richmond upon Thames,E09000027,884,121,181,48,85,169,27,83,28,5,55,34,12,36,
E01003828,Richmond upon Thames,E09000027,625,88,63,105,64,137,44,10,18,4,32,20,14,26,
E01003829,Richmond upon Thames,E09000027,702,114,133,32,35,114,58,18,20,11,66,33,33,35,
E01003830,Richmond upon Thames,E09000027,752,87,118,65,75,165,49,32,29,4,45,31,17,35,
E01003831,Richmond upon Thames,E09000027,675,94,92,54,65,133,46,27,33,6,54,25,18,28,
E01003832,Richmond upon Thames,E09000027,679,106,177,31,38,65,27,47,26,9,61,51,19,22,
E01003833,Richmond upon Thames,E09000027,666,91,146,41,63,86,37,44,25,4,50,28,10,41,
E01003834,Richmond upon Thames,E09000027,776,81,207,59,88,91,32,86,20,1,43,23,11,34,
E01003835,Richmond upon Thames,E09000027,592,40,71,61,67,197,45,22,20,1,24,18,8,18,
E01003836,Richmond upon Thames,E09000027,579,121,73,48,43,118,38,18,14,3,40,28,10,25,
E01003837,Richmond upon Thames,E09000027,888,121,153,95,95,179,41,59,24,5,52,24,15,25,
E01003838,Richmond upon Thames,E09000027,756,78,146,47,68,176,39,61,20,3,35,32,21,30,
E01003839,Richmond upon Thames,E09000027,1042,117,254,56,109,171,26,83,53,2,78,36,10,47,
E01003840,Richmond upon Thames,E09000027,585,50,59,36,38,145,55,16,21,3,26,34,59,43,
E01003841,Richmond upon Thames,E09000027,815,84,160,24,59,145,34,26,42,10,100,52,41,38,
E01003842,Richmond upon Thames,E09000027,609,57,55,38,41,138,52,18,27,10,52,44,31,46,
E01003843,Richmond upon Thames,E09000027,797,95,100,70,50,143,80,11,17,1,75,55,51,49,
E01003844,Richmond upon Thames,E09000027,553,72,56,73,58,128,55,11,9,2,24,21,18,26,
E01003845,Richmond upon Thames,E09000027,622,94,42,71,57,129,84,17,26,7,12,23,31,29,
E01003846,Richmond upon Thames,E09000027,612,67,48,69,68,180,56,17,11,8,16,19,25,28,
E01003847,Richmond upon Thames,E09000027,831,131,193,43,110,121,24,90,17,3,21,21,10,47,
E01003848,Richmond upon Thames,E09000027,820,71,161,26,90,177,30,95,27,3,43,39,22,36,
E01003849,Richmond upon Thames,E09000027,640,88,121,55,64,140,44,35,19,0,20,19,13,22,
E01003851,Richmond upon Thames,E09000027,656,91,82,76,79,156,47,42,15,1,15,16,16,20,
E01003852,Richmond upon Thames,E09000027,658,114,153,40,63,106,22,43,12,0,20,18,7,60,
E01003853,Richmond upon Thames,E09000027,598,100,76,68,62,122,32,18,12,2,32,27,17,30,
E01003854,Richmond upon Thames,E09000027,636,79,142,40,71,109,13,55,19,5,34,25,12,32,
E01003855,Richmond upon Thames,E09000027,900,106,220,37,65,118,29,76,24,6,89,53,17,60,
E01003856,Richmond upon Thames,E09000027,745,72,161,20,73,158,13,80,29,0,55,25,18,41,
E01003857,Richmond upon Thames,E09000027,748,89,103,29,79,224,20,58,33,1,38,22,16,36,
E01003858,Richmond upon Thames,E09000027,660,78,95,43,74,204,22,58,26,0,25,9,13,13,
E01003859,Richmond upon Thames,E09000027,612,73,68,52,64,190,35,23,24,3,29,17,13,21,
E01003860,Richmond upon Thames,E09000027,776,62,165,54,102,138,27,110,20,1,18,16,17,46,
E01003861,Richmond upon Thames,E09000027,894,91,190,20,115,179,23,126,23,1,31,23,16,56,
E01003862,Richmond upon Thames,E09000027,806,88,153,29,68,156,41,63,27,2,82,37,22,38,
E01003863,Richmond upon Thames,E09000027,623,138,96,40,42,138,28,33,16,4,31,16,14,27,
E01003864,Richmond upon Thames,E09000027,640,90,109,52,73,145,25,57,12,1,22,20,13,21,
E01003865,Richmond upon Thames,E09000027,586,60,100,33,48,121,29,44,19,2,46,32,17,35,
E01003866,Richmond upon Thames,E09000027,680,60,108,38,75,212,32,53,31,3,20,22,10,16,
E01003867,Richmond upon Thames,E09000027,602,56,86,38,56,150,50,33,18,4,28,25,18,40,
E01003868,Richmond upon Thames,E09000027,660,60,128,43,69,157,23,63,26,5,22,12,12,40,
E01003869,Richmond upon Thames,E09000027,696,79,106,36,77,158,34,80,17,5,39,10,12,43,
E01003870,Richmond upon Thames,E09000027,820,61,125,38,96,231,50,68,38,4,32,14,17,46,
E01003871,Richmond upon Thames,E09000027,701,60,115,46,82,181,34,41,28,5,48,24,17,20,
E01003872,Richmond upon Thames,E09000027,687,59,154,27,72,131,26,77,21,3,31,20,14,52,
E01003873,Richmond upon Thames,E09000027,808,125,211,41,98,127,18,86,16,1,24,16,14,31,
E01003874,Richmond upon Thames,E09000027,771,93,211,30,96,133,12,114,24,0,21,8,6,23,
E01003875,Richmond upon Thames,E09000027,650,86,84,58,60,184,46,16,16,3,33,19,19,26,
E01003876,Richmond upon Thames,E09000027,940,123,246,64,110,109,28,130,24,4,24,17,11,50,
E01003877,Richmond upon Thames,E09000027,686,120,138,45,73,146,20,61,18,0,13,12,10,30,
E01003878,Richmond upon Thames,E09000027,628,103,124,42,60,94,31,30,15,2,30,22,20,55,
E01003879,Richmond upon Thames,E09000027,577,63,101,37,66,151,24,61,12,1,24,9,9,19,
E01003880,Richmond upon Thames,E09000027,580,46,75,54,58,166,37,38,19,3,23,12,24,25,
E01003881,Richmond upon Thames,E09000027,478,70,82,48,44,102,26,34,8,3,16,17,8,20,
E01003882,Richmond upon Thames,E09000027,859,101,160,48,98,200,32,81,37,1,29,11,14,47,
E01003883,Richmond upon Thames,E09000027,877,95,171,31,82,217,20,106,44,3,55,20,6,27,
E01003884,Richmond upon Thames,E09000027,737,119,117,70,66,152,35,48,23,3,32,25,11,36,
E01003885,Richmond upon Thames,E09000027,653,74,97,47,64,133,37,56,22,8,36,22,10,47,
E01003886,Richmond upon Thames,E09000027,677,59,116,49,77,157,43,53,27,2,31,15,15,33,
E01003887,Richmond upon Thames,E09000027,799,108,154,42,110,160,29,86,28,1,25,13,4,39,
E01003888,Richmond upon Thames,E09000027,940,157,226,39,77,146,32,62,30,4,60,41,15,51,
E01003889,Richmond upon Thames,E09000027,742,107,142,80,90,135,37,58,19,2,20,21,13,18,
E01003890,Richmond upon Thames,E09000027,693,79,124,56,63,174,36,53,26,1,27,15,12,27,
E01003891,Richmond upon Thames,E09000027,861,149,177,99,99,130,37,68,19,0,32,21,4,26,
E01003892,Richmond upon Thames,E09000027,882,134,152,77,95,210,26,66,26,1,35,19,12,29,
E01003893,Richmond upon Thames,E09000027,759,102,191,44,75,127,31,81,13,5,21,14,8,47,
E01003894,Richmond upon Thames,E09000027,732,84,157,40,82,156,30,90,15,3,20,15,12,28,
E01003895,Richmond upon Thames,E09000027,732,79,141,51,63,161,36,47,27,1,54,23,16,33,
E01003896,Richmond upon Thames,E09000027,882,93,236,38,91,137,25,107,12,0,36,19,16,72,
E01003897,Richmond upon Thames,E09000027,880,94,218,21,82,168,24,116,30,1,39,29,14,44,
E01003898,Richmond upon Thames,E09000027,738,71,163,29,79,145,20,90,32,1,51,22,7,28,
E01003899,Richmond upon Thames,E09000027,622,68,109,38,58,151,18,52,32,1,48,17,13,17,
E01003900,Richmond upon Thames,E09000027,619,76,61,33,45,135,45,25,23,5,39,50,30,52,
E01003901,Richmond upon Thames,E09000027,604,57,34,27,60,212,39,29,37,5,32,22,19,31,
E01003902,Richmond upon Thames,E09000027,503,66,37,40,42,161,30,12,23,2,27,26,15,22,
E01003903,Richmond upon Thames,E09000027,582,47,49,52,51,154,39,20,23,4,50,38,21,34,
E01003904,Richmond upon Thames,E09000027,654,74,109,26,57,172,16,39,42,3,43,31,9,33,
E01003905,Richmond upon Thames,E09000027,534,71,76,35,59,95,26,40,19,4,31,30,13,35,
E01003906,Richmond upon Thames,E09000027,649,82,96,41,48,133,39,38,26,3,36,35,19,53,
E01003907,Richmond upon Thames,E09000027,647,77,100,43,48,113,44,24,25,9,50,47,25,42,
E01003908,Richmond upon Thames,E09000027,668,94,57,63,75,147,68,19,17,2,17,35,28,46,
E01003909,Richmond upon Thames,E09000027,637,88,70,60,54,128,61,32,17,4,32,24,22,45,
E01003910,Richmond upon Thames,E09000027,659,112,53,68,62,164,49,29,22,3,27,25,17,28,
E01033570,Richmond upon Thames,E09000027,832,44,205,28,113,177,17,75,24,4,74,19,22,30,
E01033571,Richmond upon Thames,E09000027,607,67,105,48,42,130,56,27,8,5,33,35,18,33,
E01003911,Southwark,E09000028,756,41,164,6,43,60,19,64,30,4,109,76,51,89,
E01003912,Southwark,E09000028,666,31,154,22,16,74,22,16,26,2,160,50,36,57,
E01003913,Southwark,E09000028,837,60,191,32,56,93,25,91,19,1,77,23,25,144,
E01003914,Southwark,E09000028,714,62,136,20,50,74,16,87,31,4,40,42,17,135,
E01003915,Southwark,E09000028,799,52,210,10,31,61,19,83,14,2,73,58,33,153,
E01003916,Southwark,E09000028,908,49,228,6,46,78,23,103,25,11,72,51,46,170,
E01003917,Southwark,E09000028,875,101,244,24,44,52,16,110,22,1,79,47,19,116,
E01003918,Southwark,E09000028,651,105,142,9,37,46,14,52,10,5,75,38,20,98,
E01003919,Southwark,E09000028,685,55,193,13,41,46,10,73,24,6,38,34,29,123,
E01003920,Southwark,E09000028,894,57,246,10,65,70,25,53,21,3,126,75,40,103,
E01003921,Southwark,E09000028,995,55,375,11,54,59,16,123,24,1,90,43,10,134,
E01003922,Southwark,E09000028,972,68,233,8,93,76,24,71,24,2,144,71,34,124,
E01003923,Southwark,E09000028,729,63,197,8,40,45,16,72,15,5,57,48,29,134,
E01003924,Southwark,E09000028,906,105,235,11,31,71,17,49,27,3,136,62,56,103,
E01003925,Southwark,E09000028,843,63,217,9,44,83,21,94,31,9,85,66,27,94,
E01003926,Southwark,E09000028,563,63,130,9,18,46,14,30,18,8,68,56,28,75,
E01003929,Southwark,E09000028,1076,63,401,19,94,49,15,160,13,4,49,31,21,157,
E01003930,Southwark,E09000028,754,47,243,8,58,54,10,88,20,3,84,37,11,91,
E01003932,Southwark,E09000028,691,32,220,6,40,40,14,63,7,4,93,50,21,101,
E01003933,Southwark,E09000028,1015,50,311,12,80,46,41,161,17,6,56,42,29,164,
E01003934,Southwark,E09000028,1117,113,428,41,141,46,19,136,7,1,33,41,3,108,
E01003935,Southwark,E09000028,426,53,118,8,31,30,12,23,20,4,24,37,24,42,
E01003936,Southwark,E09000028,585,35,153,12,48,67,10,72,8,0,11,16,4,149,
E01003937,Southwark,E09000028,762,31,273,9,40,36,8,97,9,1,26,23,12,197,
E01003938,Southwark,E09000028,760,39,205,4,37,41,22,60,18,4,76,57,50,147,
E01003939,Southwark,E09000028,877,24,302,5,65,43,8,94,12,6,50,30,11,227,
E01003940,Southwark,E09000028,628,50,151,6,18,46,17,27,10,8,85,42,33,135,
E01003941,Southwark,E09000028,963,48,315,6,86,69,19,115,19,5,61,22,18,180,
E01003942,Southwark,E09000028,632,48,138,11,26,73,26,22,17,5,87,44,32,103,
E01003943,Southwark,E09000028,587,41,124,8,20,58,16,28,15,2,63,74,21,117,
E01003945,Southwark,E09000028,736,69,132,53,63,123,31,49,35,6,65,31,17,62,
E01003946,Southwark,E09000028,760,99,129,58,47,141,26,49,32,3,62,44,35,35,
E01003947,Southwark,E09000028,604,41,102,12,20,71,14,25,22,3,149,58,39,48,
E01003948,Southwark,E09000028,799,71,189,20,63,105,19,120,33,1,82,25,15,56,
E01003949,Southwark,E09000028,863,64,254,30,65,123,21,95,24,3,57,27,20,80,
E01003950,Southwark,E09000028,814,62,184,23,35,104,28,57,23,2,96,66,54,80,
E01003951,Southwark,E09000028,544,73,77,51,51,91,46,24,19,2,34,23,13,40,
E01003952,Southwark,E09000028,681,47,129,14,66,121,16,95,21,1,41,24,20,86,
E01003953,Southwark,E09000028,949,71,278,21,53,120,21,148,28,1,27,31,16,134,
E01003954,Southwark,E09000028,662,52,129,19,55,138,20,91,36,2,24,14,20,62,
E01003955,Southwark,E09000028,817,78,165,16,78,135,37,108,37,3,33,37,17,73,
E01003956,Southwark,E09000028,734,51,143,18,51,169,22,112,28,4,31,24,24,57,
E01003957,Southwark,E09000028,699,42,110,24,52,159,29,100,37,4,27,39,12,64,
E01003958,Southwark,E09000028,769,55,130,22,66,127,34,77,31,2,41,82,22,80,
E01003960,Southwark,E09000028,759,50,205,12,49,59,13,71,9,2,57,36,17,179,
E01003961,Southwark,E09000028,887,122,207,11,32,74,27,41,24,4,120,64,27,134,
E01003963,Southwark,E09000028,698,48,170,4,18,54,14,35,23,6,100,64,36,126,
E01003966,Southwark,E09000028,831,74,173,21,34,65,31,39,26,12,84,68,41,163,
E01003969,Southwark,E09000028,1015,71,256,17,56,64,28,98,22,5,71,63,41,223,
E01003971,Southwark,E09000028,516,30,87,3,15,42,7,64,25,2,124,52,26,39,
E01003972,Southwark,E09000028,623,36,141,4,35,44,11,60,23,4,108,34,26,97,
E01003973,Southwark,E09000028,748,62,231,7,33,63,25,49,16,7,88,45,20,102,
E01003975,Southwark,E09000028,738,35,180,6,47,63,25,49,18,6,114,53,21,121,
E01003976,Southwark,E09000028,1146,64,332,7,80,77,19,152,24,3,125,59,17,187,
E01003977,Southwark,E09000028,833,69,241,14,54,74,32,81,24,2,81,40,22,99,
E01003979,Southwark,E09000028,883,43,299,14,63,38,10,119,37,4,66,36,23,131,
E01003980,Southwark,E09000028,894,84,292,9,33,58,20,67,22,4,81,47,18,159,
E01003981,Southwark,E09000028,653,69,235,3,30,39,12,55,8,1,49,34,14,104,
E01003983,Southwark,E09000028,671,32,126,16,13,67,21,15,28,2,145,106,43,57,
E01003984,Southwark,E09000028,1004,106,248,15,59,81,21,126,27,7,82,54,32,146,
E01003986,Southwark,E09000028,699,94,176,15,24,62,16,35,20,5,92,38,22,100,
E01003987,Southwark,E09000028,809,93,235,25,41,63,29,38,16,11,98,46,37,77,
E01003988,Southwark,E09000028,873,120,231,21,48,52,19,29,14,4,110,65,40,120,
E01003989,Southwark,E09000028,879,44,200,6,47,79,37,52,34,3,117,67,39,154,
E01003990,Southwark,E09000028,821,59,157,13,28,66,33,33,43,8,123,97,41,120,
E01003991,Southwark,E09000028,582,104,112,16,25,42,12,26,12,4,47,78,18,86,
E01003992,Southwark,E09000028,640,104,132,9,14,67,16,20,17,1,90,47,20,103,
E01003993,Southwark,E09000028,800,57,192,6,22,63,28,24,24,6,137,100,41,100,
E01003994,Southwark,E09000028,867,67,280,15,55,56,22,81,10,1,62,63,23,132,
E01003995,Southwark,E09000028,738,73,297,8,37,40,10,56,15,2,69,46,16,69,
E01003997,Southwark,E09000028,508,36,104,3,25,38,7,46,8,8,60,50,27,96,
E01003998,Southwark,E09000028,655,56,181,17,52,39,11,64,22,5,50,32,15,111,
E01003999,Southwark,E09000028,598,39,149,4,30,58,16,48,19,1,77,44,22,91,
E01004000,Southwark,E09000028,878,75,244,17,66,86,24,86,35,3,76,41,19,106,
E01004001,Southwark,E09000028,751,96,152,18,30,68,25,50,31,2,70,120,26,63,
E01004002,Southwark,E09000028,659,56,95,12,50,151,29,52,31,9,40,36,20,78,
E01004003,Southwark,E09000028,790,72,216,10,27,64,30,64,26,4,87,81,24,85,
E01004004,Southwark,E09000028,1142,85,314,15,64,96,32,112,26,3,140,54,43,158,
E01004005,Southwark,E09000028,1006,78,302,7,50,62,19,112,22,2,139,77,36,100,
E01004006,Southwark,E09000028,792,58,202,14,46,87,22,77,42,6,63,45,18,112,
E01004007,Southwark,E09000028,543,42,115,2,17,51,18,20,15,17,102,60,32,52,
E01004008,Southwark,E09000028,807,53,186,10,31,65,32,42,32,2,114,93,33,114,
E01004010,Southwark,E09000028,625,44,174,4,29,59,17,40,21,3,80,46,32,76,
E01004011,Southwark,E09000028,837,64,202,7,31,65,36,47,20,11,114,93,48,99,
E01004012,Southwark,E09000028,922,36,246,3,41,71,34,72,33,6,102,81,60,137,
E01004013,Southwark,E09000028,654,33,129,27,26,48,33,52,13,7,75,89,30,92,
E01004014,Southwark,E09000028,818,59,231,2,41,92,19,38,23,8,125,58,51,71,
E01004015,Southwark,E09000028,710,51,151,26,42,106,19,92,18,4,54,24,20,103,
E01004016,Southwark,E09000028,993,74,163,15,75,193,32,97,45,5,76,61,58,99,
E01004017,Southwark,E09000028,649,42,115,28,42,134,30,72,22,1,50,27,25,61,
E01004018,Southwark,E09000028,776,57,152,20,72,162,28,93,39,1,46,23,16,67,
E01004019,Southwark,E09000028,829,51,199,12,37,123,41,85,21,3,76,60,27,94,
E01004020,Southwark,E09000028,728,73,160,5,40,69,18,48,33,8,134,47,23,70,
E01004021,Southwark,E09000028,1006,60,261,19,65,113,18,201,44,1,55,38,16,115,
E01004023,Southwark,E09000028,720,75,158,14,56,52,11,52,26,6,61,43,23,143,
E01004024,Southwark,E09000028,811,80,209,15,30,63,25,61,15,3,107,42,24,137,
E01004028,Southwark,E09000028,1101,58,340,9,55,109,21,120,25,4,113,66,30,151,
E01004029,Southwark,E09000028,929,26,287,10,80,92,11,111,29,7,62,20,16,178,
E01004030,Southwark,E09000028,751,67,258,20,56,43,18,78,17,3,56,32,14,89,
E01004031,Southwark,E09000028,1076,63,254,12,83,74,30,135,32,5,64,48,28,248,
E01004032,Southwark,E09000028,652,26,160,12,77,91,20,74,9,3,13,18,14,135,
E01004033,Southwark,E09000028,1143,83,350,7,89,78,24,130,29,5,105,67,23,153,
E01004034,Southwark,E09000028,661,41,124,12,40,49,30,47,24,6,101,63,17,107,
E01004035,Southwark,E09000028,594,77,136,18,20,57,14,41,12,2,46,34,28,109,
E01004036,Southwark,E09000028,860,57,189,15,37,76,21,56,30,4,134,57,34,150,
E01004037,Southwark,E09000028,877,36,267,9,62,79,23,71,55,7,99,28,27,114,
E01004038,Southwark,E09000028,1032,25,320,9,74,100,28,83,22,3,120,75,35,138,
E01004039,Southwark,E09000028,637,18,181,7,36,63,18,58,21,4,52,38,17,124,
E01004040,Southwark,E09000028,784,91,194,4,37,57,21,30,17,10,141,57,61,64,
E01004041,Southwark,E09000028,699,55,208,10,37,76,25,35,38,3,59,42,29,82,
E01004042,Southwark,E09000028,829,86,170,25,41,46,35,80,21,9,86,84,27,119,
E01004043,Southwark,E09000028,573,54,136,25,46,48,22,51,18,2,29,44,20,78,
E01004044,Southwark,E09000028,566,38,138,5,31,50,30,24,16,2,83,52,24,73,
E01004045,Southwark,E09000028,639,36,158,4,16,72,18,39,29,2,113,71,23,58,
E01004046,Southwark,E09000028,642,37,133,25,47,121,12,100,19,5,28,29,20,66,
E01004047,Southwark,E09000028,622,53,130,11,33,65,20,27,11,4,70,73,43,82,
E01004048,Southwark,E09000028,690,39,191,4,49,111,15,45,34,1,65,48,22,66,
E01004049,Southwark,E09000028,519,29,111,10,25,78,13,32,15,4,74,38,22,68,
E01004050,Southwark,E09000028,643,42,152,30,49,66,16,119,18,2,27,18,15,89,
E01004051,Southwark,E09000028,586,67,129,22,48,73,16,72,23,2,29,27,8,70,
E01004052,Southwark,E09000028,770,54,187,9,49,99,17,122,26,4,40,47,16,100,
E01004053,Southwark,E09000028,882,41,238,24,102,105,17,138,20,1,26,19,13,138,
E01004054,Southwark,E09000028,725,31,191,29,86,80,15,106,20,3,27,13,10,114,
E01004055,Southwark,E09000028,526,69,90,19,35,48,35,21,24,7,52,57,25,44,
E01004056,Southwark,E09000028,1020,56,274,20,100,115,38,120,26,5,42,54,41,129,
E01004057,Southwark,E09000028,954,48,234,18,95,151,32,99,34,8,65,39,27,104,
E01004058,Southwark,E09000028,847,28,270,12,97,68,5,156,12,0,15,6,9,169,
E01004059,Southwark,E09000028,895,20,213,10,91,82,7,157,28,1,45,8,13,220,
E01004060,Southwark,E09000028,877,59,255,10,50,65,26,88,17,8,82,44,31,142,
E01004061,Southwark,E09000028,729,51,172,18,50,92,29,107,23,1,39,30,12,105,
E01004062,Southwark,E09000028,978,62,248,11,50,87,20,138,26,5,109,39,25,158,
E01004063,Southwark,E09000028,843,94,197,11,47,106,20,105,25,0,43,39,14,142,
E01004064,Southwark,E09000028,821,78,174,9,42,74,29,103,28,2,90,53,37,102,
E01004065,Southwark,E09000028,632,37,124,10,58,99,28,80,22,4,17,30,15,108,
E01004066,Southwark,E09000028,847,49,190,29,49,97,25,80,27,5,101,56,33,106,
E01004067,Southwark,E09000028,935,48,271,13,42,75,45,59,34,1,107,64,36,140,
E01004068,Southwark,E09000028,818,129,170,17,39,60,27,64,19,7,74,86,29,97,
E01004069,Southwark,E09000028,478,53,45,66,48,136,41,20,10,1,15,12,5,26,
E01004070,Southwark,E09000028,718,65,94,40,64,186,26,50,26,10,51,38,21,47,
E01004071,Southwark,E09000028,636,62,124,26,47,99,15,61,29,4,50,51,23,45,
E01004072,Southwark,E09000028,622,49,68,43,74,163,40,50,21,4,28,23,14,45,
E01004073,Southwark,E09000028,704,63,83,43,53,189,30,58,35,2,39,32,24,53,
E01004074,Southwark,E09000028,614,71,41,50,75,157,45,22,25,2,31,13,16,66,
E01004075,Southwark,E09000028,628,65,35,66,81,188,47,19,26,5,36,13,15,32,
E01032583,Southwark,E09000028,921,44,297,6,74,60,19,87,19,0,96,49,17,153,
E01032584,Southwark,E09000028,565,43,150,12,32,38,16,49,21,3,40,36,20,105,
E01032637,Southwark,E09000028,564,7,253,3,61,19,3,135,5,0,3,4,3,68,
E01032638,Southwark,E09000028,595,23,197,16,77,33,4,97,12,1,10,10,0,115,
E01032639,Southwark,E09000028,778,45,230,8,31,37,11,105,15,1,53,20,14,208,
E01032640,Southwark,E09000028,609,19,250,10,95,31,4,111,6,0,6,4,0,73,
E01032646,Southwark,E09000028,802,36,292,13,63,44,11,129,10,4,33,17,7,143,
E01032719,Southwark,E09000028,806,46,363,9,54,34,12,65,11,3,64,25,17,103,
E01032803,Southwark,E09000028,781,21,265,8,58,47,6,143,8,0,40,17,8,160,
E01032834,Southwark,E09000028,616,22,249,13,87,24,6,145,3,0,6,3,0,58,
E01033867,Southwark,E09000028,601,45,171,9,30,40,16,78,7,1,41,35,9,119,
E01033868,Southwark,E09000028,606,16,258,4,43,25,7,115,5,0,22,6,3,102,
E01033869,Southwark,E09000028,641,71,164,5,37,50,21,58,15,6,99,37,19,59,
E01033870,Southwark,E09000028,860,25,273,7,80,52,7,142,11,1,68,31,25,138,
E01033871,Southwark,E09000028,686,55,185,24,50,54,9,74,17,3,63,41,26,85,
